,city_name,Year,Pop.,±%
2160,Ontario,1950,22872,61.1%
2161,Ontario,1960,46617,103.8%
2162,Ontario,1970,64118,37.5%
2163,Ontario,1980,88820,38.5%
2164,Ontario,1990,133179,49.9%
2165,Ontario,2000,158007,18.6%
2166,Ontario,2010,163924,3.7%
2167,Chattanooga,1870,6093,—
2168,Chattanooga,1880,12892,111.6%
2169,Chattanooga,1890,29100,125.7%
2170,Chattanooga,1900,30154,3.6%
2171,Chattanooga,1910,44604,47.9%
2172,Chattanooga,1920,57895,29.8%
2173,Chattanooga,1930,119798,106.9%
2174,Chattanooga,1940,128613,7.4%
2175,Chattanooga,1950,131041,1.9%
2176,Chattanooga,1960,130009,−0.8%
2177,Chattanooga,1970,119923,−7.8%
2178,Chattanooga,1980,169514,41.4%
2179,Chattanooga,1990,152466,−10.1%
2180,Chattanooga,2000,155554,2.0%
2181,Chattanooga,2010,167674,7.8%
2182,Providence,1790,6380,—
2183,Providence,1800,7614,19.3%
2184,Providence,1810,10070,32.3%
2185,Providence,1820,11767,16.9%
2186,Providence,1830,16833,43.1%
2187,Providence,1840,23171,37.7%
2188,Providence,1850,41513,79.2%
2189,Providence,1860,50666,22.0%
2190,Providence,1870,68904,36.0%
2191,Providence,1880,104857,52.2%
2192,Providence,1890,132146,26.0%
2193,Providence,1900,175597,32.9%
2194,Providence,1910,223326,27.2%
2195,Providence,1920,237595,6.4%
2196,Providence,1930,252981,6.5%
2197,Providence,1940,253504,0.2%
2198,Providence,1950,248674,−1.9%
2199,Providence,1960,207498,−16.6%
2200,Providence,1970,179213,−13.6%
2201,Providence,1980,156804,−12.5%
2202,Providence,1990,160728,2.5%
2203,Providence,2000,173618,8.0%
2204,Providence,2010,178042,2.5%
2205,Newport News,1890,1234,—
2206,Newport News,1900,19635,"1,491.2%"
2207,Newport News,1910,20205,2.9%
2208,Newport News,1920,35596,76.2%
2209,Newport News,1930,34417,−3.3%
2210,Newport News,1940,37067,7.7%
2211,Newport News,1950,42358,14.3%
2212,Newport News,1960,113788,168.6%
2213,Newport News,1970,138177,21.4%
2214,Newport News,1980,144903,4.9%
2215,Newport News,1990,170045,17.4%
2216,Newport News,2000,180150,5.9%
2217,Newport News,2010,180719,0.3%
2218,Rancho Cucamonga,1980,55250,—
2219,Rancho Cucamonga,1990,101409,83.5%
2220,Rancho Cucamonga,2000,127743,26.0%
2221,Rancho Cucamonga,2010,165269,29.4%
2222,Santa Rosa,1860,1623,—
2223,Santa Rosa,1870,2898,78.6%
2224,Santa Rosa,1880,3616,24.8%
2225,Santa Rosa,1890,5220,44.4%
2226,Santa Rosa,1900,6673,27.8%
2227,Santa Rosa,1910,7817,17.1%
2228,Santa Rosa,1920,8758,12.0%
2229,Santa Rosa,1930,10636,21.4%
2230,Santa Rosa,1940,12605,18.5%
2231,Santa Rosa,1950,17902,42.0%
2232,Santa Rosa,1960,31027,73.3%
2233,Santa Rosa,1970,50006,61.2%
2234,Santa Rosa,1980,82658,65.3%
2235,Santa Rosa,1990,113313,37.1%
2236,Santa Rosa,2000,147595,30.3%
2237,Santa Rosa,2010,167815,13.7%
2238,Oceanside,1900,330,—
2239,Oceanside,1910,673,103.9%
2240,Oceanside,1920,1161,72.5%
2241,Oceanside,1930,3508,202.2%
2242,Oceanside,1940,4651,32.6%
2243,Oceanside,1950,12881,177.0%
2244,Oceanside,1960,24971,93.9%
2245,Oceanside,1970,40494,62.2%
2246,Oceanside,1980,76698,89.4%
2247,Oceanside,1990,128398,67.4%
2248,Oceanside,2000,161029,25.4%
2249,Oceanside,2010,167086,3.8%
2250,Salem,1860,902,—
2251,Salem,1870,2139,137.1%
2252,Salem,1880,2538,18.7%
2253,Salem,1890,3422,34.8%
2254,Salem,1900,4258,24.4%
2255,Salem,1910,14094,231.0%
2256,Salem,1920,17679,25.4%
2257,Salem,1930,26266,48.6%
2258,Salem,1940,30908,17.7%
2259,Salem,1950,43140,39.6%
2260,Salem,1960,49142,13.9%
2261,Salem,1970,68296,39.0%
2262,Salem,1980,89233,30.7%
2263,Salem,1990,107786,20.8%
2264,Salem,2000,136924,27.0%
2265,Salem,2010,154637,12.9%
2266,Elk Grove,1960,2205,—
2267,Elk Grove,1970,3721,68.8%
2268,Elk Grove,1980,10959,194.5%
2269,Elk Grove,1990,17483,59.5%
2270,Elk Grove,2000,59984,243.1%
2271,Elk Grove,2010,153015,155.1%
2272,Garden Grove,1960,84238,—
2273,Garden Grove,1970,121155,43.8%
2274,Garden Grove,1980,123307,1.8%
2275,Garden Grove,1990,143050,16.0%
2276,Garden Grove,2000,165196,15.5%
2277,Garden Grove,2010,170883,3.4%
2278,Pembroke Pines,1960,1429,—
2279,Pembroke Pines,1970,15496,984.4%
2280,Pembroke Pines,1980,35776,130.9%
2281,Pembroke Pines,1990,65452,82.9%
2282,Pembroke Pines,2000,137427,110.0%
2283,Pembroke Pines,2010,154750,12.6%
2284,Peoria,1910,300,—
2285,Peoria,1920,2371,690.3%
2286,Peoria,1930,1748,−26.3%
2287,Peoria,1960,2593,—
2288,Peoria,1970,4792,84.8%
2289,Peoria,1980,12171,154.0%
2290,Peoria,1990,50675,316.4%
2291,Peoria,2000,108364,113.8%
2292,Peoria,2010,154065,42.2%
2293,Eugene,1860,1183,—
2294,Eugene,1870,861,−27.2%
2295,Eugene,1880,1117,29.7%
2296,Eugene,1900,3236,—
2297,Eugene,1910,9009,178.4%
2298,Eugene,1920,10593,17.6%
2299,Eugene,1930,18901,78.4%
2300,Eugene,1940,20838,10.2%
2301,Eugene,1950,35879,72.2%
2302,Eugene,1960,50977,42.1%
2303,Eugene,1970,79028,55.0%
2304,Eugene,1980,105664,33.7%
2305,Eugene,1990,112669,6.6%
2306,Eugene,2000,137893,22.4%
2307,Eugene,2010,156185,13.3%
2308,Corona,1900,1434,—
2309,Corona,1910,3540,146.9%
2310,Corona,1920,4129,16.6%
2311,Corona,1930,7018,70.0%
2312,Corona,1940,8764,24.9%
2313,Corona,1950,10223,16.6%
2314,Corona,1960,13336,30.5%
2315,Corona,1970,27519,106.4%
2316,Corona,1980,37791,37.3%
2317,Corona,1990,76095,101.4%
2318,Corona,2000,124966,64.2%
2319,Corona,2010,152374,21.9%
2320,Cary,1880,316,—
2321,Cary,1890,423,33.9%
2322,Cary,1900,333,−21.3%
2323,Cary,1910,383,15.0%
2324,Cary,1920,645,68.4%
2325,Cary,1930,909,40.9%
2326,Cary,1940,1141,25.5%
2327,Cary,1950,1446,26.7%
2328,Cary,1960,3356,132.1%
2329,Cary,1970,7686,129.0%
2330,Cary,1980,21763,183.2%
2331,Cary,1990,43858,101.5%
2332,Cary,2000,94536,115.6%
2333,Cary,2010,135234,43.1%
2334,Springfield,1850,415,—
2335,Springfield,1860,1235,197.6%
2336,Springfield,1870,5555,349.8%
2337,Springfield,1880,6522,17.4%
2338,Springfield,1890,21850,235.0%
2339,Springfield,1900,23267,6.5%
2340,Springfield,1910,35201,51.3%
2341,Springfield,1920,39631,12.6%
2342,Springfield,1930,57527,45.2%
2343,Springfield,1940,61238,6.5%
2344,Springfield,1950,66731,9.0%
2345,Springfield,1960,95865,43.7%
2346,Springfield,1970,120096,25.3%
2347,Springfield,1980,133116,10.8%
2348,Springfield,1990,140494,5.5%
2349,Springfield,2000,151580,7.9%
2350,Springfield,2010,159498,5.2%
2351,Fort Collins,1880,1356,—
2352,Fort Collins,1890,2011,48.3%
2353,Fort Collins,1900,3053,51.8%
2354,Fort Collins,1910,8210,168.9%
2355,Fort Collins,1920,8755,6.6%
2356,Fort Collins,1930,11489,31.2%
2357,Fort Collins,1940,12251,6.6%
2358,Fort Collins,1950,14937,21.9%
2359,Fort Collins,1960,25027,67.6%
2360,Fort Collins,1970,43337,73.2%
2361,Fort Collins,1980,65092,50.2%
2362,Fort Collins,1990,87758,34.8%
2363,Fort Collins,2000,118652,35.2%
2364,Fort Collins,2010,143986,21.4%
2365,Jackson,1850,1881,—
2366,Jackson,1860,3191,69.6%
2367,Jackson,1870,4234,32.7%
2368,Jackson,1880,5204,22.9%
2369,Jackson,1890,5920,13.8%
2370,Jackson,1900,7816,32.0%
2371,Jackson,1910,21262,172.0%
2372,Jackson,1920,22817,7.3%
2373,Jackson,1930,48282,111.6%
2374,Jackson,1940,62107,28.6%
2375,Jackson,1950,98271,58.2%
2376,Jackson,1960,144422,47.0%
2377,Jackson,1970,153968,6.6%
2378,Jackson,1980,202895,31.8%
2379,Jackson,1990,196637,−3.1%
2380,Jackson,2000,184286,−6.3%
2381,Jackson,2010,173514,−5.8%
2382,Alexandria,1790,2748,—
2383,Alexandria,1800,4971,80.9%
2384,Alexandria,1810,7227,45.4%
2385,Alexandria,1820,8218,13.7%
2386,Alexandria,1830,8241,0.3%
2387,Alexandria,1840,8459,2.6%
2388,Alexandria,1850,8734,3.3%
2389,Alexandria,1860,12652,44.9%
2390,Alexandria,1870,13570,7.3%
2391,Alexandria,1880,13659,0.7%
2392,Alexandria,1890,14339,5.0%
2393,Alexandria,1900,14528,1.3%
2394,Alexandria,1910,15329,5.5%
2395,Alexandria,1920,18060,17.8%
2396,Alexandria,1930,24149,33.7%
2397,Alexandria,1940,33523,38.8%
2398,Alexandria,1950,61787,84.3%
2399,Alexandria,1960,91023,47.3%
2400,Alexandria,1970,110927,21.9%
2401,Alexandria,1980,103217,−7.0%
2402,Alexandria,1990,111183,7.7%
2403,Alexandria,2000,128283,15.4%
2404,Alexandria,2010,139966,9.1%
2405,Hayward,1870,504,—
2406,Hayward,1880,1231,144.2%
2407,Hayward,1890,1419,15.3%
2408,Hayward,1900,1965,38.5%
2409,Hayward,1910,2746,39.7%
2410,Hayward,1920,3487,27.0%
2411,Hayward,1930,5530,58.6%
2412,Hayward,1940,6736,21.8%
2413,Hayward,1950,14272,111.9%
2414,Hayward,1960,72700,409.4%
2415,Hayward,1970,93058,28.0%
2416,Hayward,1980,93585,0.6%
2417,Hayward,1990,111498,19.1%
2418,Hayward,2000,140030,25.6%
2419,Hayward,2010,144186,3.0%
2420,Lancaster,1960,26012,—
2421,Lancaster,1970,30948,19.0%
2422,Lancaster,1980,48027,55.2%
2423,Lancaster,1990,97291,102.6%
2424,Lancaster,2000,118718,22.0%
2425,Lancaster,2010,156633,31.9%
2426,Lakewood,1960,19338,—
2427,Lakewood,1970,92743,379.6%
2428,Lakewood,1980,113808,22.7%
2429,Lakewood,1990,126481,11.1%
2430,Lakewood,2000,144126,14.0%
2431,Lakewood,2010,142980,−0.8%
2432,Clarksville,1870,3200,—
2433,Clarksville,1880,3880,21.3%
2434,Clarksville,1890,7924,104.2%
2435,Clarksville,1900,9431,19.0%
2436,Clarksville,1910,8548,−9.4%
2437,Clarksville,1920,8110,−5.1%
2438,Clarksville,1930,9242,14.0%
2439,Clarksville,1940,11831,28.0%
2440,Clarksville,1950,16246,37.3%
2441,Clarksville,1960,22021,35.5%
2442,Clarksville,1970,31719,44.0%
2443,Clarksville,1980,54777,72.7%
2444,Clarksville,1990,75494,37.8%
2445,Clarksville,2000,103455,37.0%
2446,Clarksville,2010,132929,28.5%
2447,Palmdale,1960,11522,—
2448,Palmdale,1970,8511,−26.1%
2449,Palmdale,1980,12277,44.2%
2450,Palmdale,1990,68842,460.7%
2451,Palmdale,2000,116670,69.5%
2452,Palmdale,2010,152750,30.9%
2453,Salinas,1870,599,—
2454,Salinas,1880,1854,209.5%
2455,Salinas,1890,2339,26.2%
2456,Salinas,1900,3304,41.3%
2457,Salinas,1910,3736,13.1%
2458,Salinas,1920,4308,15.3%
2459,Salinas,1930,10263,138.2%
2460,Salinas,1940,11586,12.9%
2461,Salinas,1950,13917,20.1%
2462,Salinas,1960,28957,108.1%
2463,Salinas,1970,58896,103.4%
2464,Salinas,1980,80479,36.6%
2465,Salinas,1990,108777,35.2%
2466,Salinas,2000,151060,38.9%
2467,Salinas,2010,150441,−0.4%
2468,Springfield,1790,1574,—
2469,Springfield,1800,2312,46.9%
2470,Springfield,1810,2767,19.7%
2471,Springfield,1820,3914,41.5%
2472,Springfield,1830,6784,73.3%
2473,Springfield,1840,10985,61.9%
2474,Springfield,1850,11766,7.1%
2475,Springfield,1860,15199,29.2%
2476,Springfield,1870,26703,75.7%
2477,Springfield,1880,33340,24.9%
2478,Springfield,1890,44179,32.5%
2479,Springfield,1900,62059,40.5%
2480,Springfield,1910,88926,43.3%
2481,Springfield,1920,129614,45.8%
2482,Springfield,1930,149900,15.7%
2483,Springfield,1940,149554,−0.2%
2484,Springfield,1950,162399,8.6%
2485,Springfield,1960,174463,7.4%
2486,Springfield,1970,163905,−6.1%
2487,Springfield,1980,152319,−7.1%
2488,Springfield,1990,156983,3.1%
2489,Springfield,2000,152082,−3.1%
2490,Springfield,2010,153060,0.6%
2491,Hollywood,1930,2689,—
2492,Hollywood,1940,6239,132.0%
2493,Hollywood,1950,14351,130.0%
2494,Hollywood,1960,35237,145.5%
2495,Hollywood,1970,106873,203.3%
2496,Hollywood,1980,121323,13.5%
2497,Hollywood,1990,121697,0.3%
2498,Hollywood,2000,139357,14.5%
2499,Hollywood,2010,140768,1.0%
2500,Pasadena,1930,1647,—
2501,Pasadena,1940,3436,108.6%
2502,Pasadena,1950,22483,554.3%
2503,Pasadena,1960,58737,161.3%
2504,Pasadena,1970,89957,53.2%
2505,Pasadena,1980,112560,25.1%
2506,Pasadena,1990,119363,6.0%
2507,Pasadena,2000,141674,18.7%
2508,Pasadena,2010,149043,5.2%
2509,Sunnyvale,1930,3094,—
2510,Sunnyvale,1940,4373,41.3%
2511,Sunnyvale,1950,9829,124.8%
2512,Sunnyvale,1960,59898,509.4%
2513,Sunnyvale,1970,95976,60.2%
2514,Sunnyvale,1980,106618,11.1%
2515,Sunnyvale,1990,117229,10.0%
2516,Sunnyvale,2000,131760,12.4%
2517,Sunnyvale,2010,140081,6.3%
2518,Macon,1840,3297,—
2519,Macon,1850,5720,73.5%
2520,Macon,1860,8247,44.2%
2521,Macon,1870,10810,31.1%
2522,Macon,1880,12749,17.9%
2523,Macon,1890,22746,78.4%
2524,Macon,1900,23272,2.3%
2525,Macon,1910,40665,74.7%
2526,Macon,1920,52995,30.3%
2527,Macon,1930,53829,1.6%
2528,Macon,1940,57865,7.5%
2529,Macon,1950,70252,21.4%
2530,Macon,1960,69764,−0.7%
2531,Macon,1970,122423,75.5%
2532,Macon,1980,116896,−4.5%
2533,Macon,1990,106612,−8.8%
2534,Macon,2000,97255,−8.8%
2535,Macon,2010,91351,−6.1%
2536,Kansas City,1880,3200,—
2537,Kansas City,1890,38316,"1,097.4%"
2538,Kansas City,1900,51418,34.2%
2539,Kansas City,1910,82331,60.1%
2540,Kansas City,1920,101177,22.9%
2541,Kansas City,1930,121857,20.4%
2542,Kansas City,1940,121458,−0.3%
2543,Kansas City,1950,129553,6.7%
2544,Kansas City,1960,121901,−5.9%
2545,Kansas City,1970,168213,38.0%
2546,Kansas City,1980,161087,−4.2%
2547,Kansas City,1990,149767,−7.0%
2548,Kansas City,2000,146866,−1.9%
2549,Kansas City,2010,145786,−0.7%
2550,Pomona,1890,3634,—
2551,Pomona,1900,5526,52.1%
2552,Pomona,1910,10207,84.7%
2553,Pomona,1920,13505,32.3%
2554,Pomona,1930,20804,54.0%
2555,Pomona,1940,23539,13.1%
2556,Pomona,1950,35405,50.4%
2557,Pomona,1960,67157,89.7%
2558,Pomona,1970,87384,30.1%
2559,Pomona,1980,92742,6.1%
2560,Pomona,1990,131723,42.0%
2561,Pomona,2000,149473,13.5%
2562,Pomona,2010,149058,−0.3%
2563,Escondido,1890,541,—
2564,Escondido,1900,755,39.6%
2565,Escondido,1930,3421,—
2566,Escondido,1940,4560,33.3%
2567,Escondido,1950,6544,43.5%
2568,Escondido,1960,16377,150.3%
2569,Escondido,1970,36792,124.7%
2570,Escondido,1980,64355,74.9%
2571,Escondido,1990,108635,68.8%
2572,Escondido,2000,133559,22.9%
2573,Escondido,2010,143911,7.8%
2574,Killeen,1890,285,—
2575,Killeen,1900,780,173.7%
2576,Killeen,1910,1265,62.2%
2577,Killeen,1920,1208,−4.5%
2578,Killeen,1930,1260,4.3%
2579,Killeen,1940,1268,0.6%
2580,Killeen,1950,7045,455.6%
2581,Killeen,1960,23377,231.8%
2582,Killeen,1970,35507,51.9%
2583,Killeen,1980,46296,30.4%
2584,Killeen,1990,63535,37.2%
2585,Killeen,2000,86911,36.8%
2586,Killeen,2010,127921,47.2%
2587,Naperville,1870,1713,—
2588,Naperville,1880,2073,21.0%
2589,Naperville,1890,2216,6.9%
2590,Naperville,1900,2629,18.6%
2591,Naperville,1910,3449,31.2%
2592,Naperville,1920,3830,11.0%
2593,Naperville,1930,5118,33.6%
2594,Naperville,1940,5272,3.0%
2595,Naperville,1950,7013,33.0%
2596,Naperville,1960,12933,84.4%
2597,Naperville,1970,22794,76.2%
2598,Naperville,1980,42330,85.7%
2599,Naperville,1990,85351,101.6%
2600,Naperville,2000,128358,50.4%
2601,Naperville,2010,141853,10.5%
2602,Joliet,1840,2558,—
2603,Joliet,1850,2659,3.9%
2604,Joliet,1860,7104,167.2%
2605,Joliet,1870,7263,2.2%
2606,Joliet,1880,11657,60.5%
2607,Joliet,1890,23264,99.6%
2608,Joliet,1900,29353,26.2%
2609,Joliet,1910,34670,18.1%
2610,Joliet,1920,38442,10.9%
2611,Joliet,1930,42993,11.8%
2612,Joliet,1940,42365,−1.5%
2613,Joliet,1950,51601,21.8%
2614,Joliet,1960,66780,29.4%
2615,Joliet,1970,78827,18.0%
2616,Joliet,1980,77956,−1.1%
2617,Joliet,1990,76836,−1.4%
2618,Joliet,2000,106221,38.2%
2619,Joliet,2010,147459,38.8%
2620,Bellevue,1900,254,—
2621,Bellevue,1910,150,−40.9%
2622,Bellevue,1920,1213,708.7%
2623,Bellevue,1930,1071,−11.7%
2624,Bellevue,1940,1177,9.9%
2625,Bellevue,1950,7658,550.6%
2626,Bellevue,1960,12809,67.3%
2627,Bellevue,1970,61196,377.8%
2628,Bellevue,1980,73903,20.8%
2629,Bellevue,1990,86874,17.6%
2630,Bellevue,2000,109569,26.1%
2631,Bellevue,2010,122363,11.7%
2632,Rockford,1860,6979,—
2633,Rockford,1870,11049,58.3%
2634,Rockford,1880,13120,18.7%
2635,Rockford,1890,23584,79.8%
2636,Rockford,1900,31051,31.7%
2637,Rockford,1910,45401,46.2%
2638,Rockford,1920,64651,42.4%
2639,Rockford,1930,85864,32.8%
2640,Rockford,1940,84637,−1.4%
2641,Rockford,1950,92927,9.8%
2642,Rockford,1960,126706,36.4%
2643,Rockford,1970,147370,16.3%
2644,Rockford,1980,139712,−5.2%
2645,Rockford,1990,139426,−0.2%
2646,Rockford,2000,150115,7.7%
2647,Rockford,2010,152871,1.8%
2648,Savannah,1800,5146,—
2649,Savannah,1810,5215,1.3%
2650,Savannah,1820,7523,44.3%
2651,Savannah,1830,7303,−2.9%
2652,Savannah,1840,11214,53.6%
2653,Savannah,1850,15312,36.5%
2654,Savannah,1860,22292,45.6%
2655,Savannah,1870,28235,26.7%
2656,Savannah,1880,30709,8.8%
2657,Savannah,1890,43189,40.6%
2658,Savannah,1900,54244,25.6%
2659,Savannah,1910,65064,19.9%
2660,Savannah,1920,83252,28.0%
2661,Savannah,1930,85024,2.1%
2662,Savannah,1940,95996,12.9%
2663,Savannah,1950,119638,24.6%
2664,Savannah,1960,149245,24.7%
2665,Savannah,1970,118349,−20.7%
2666,Savannah,1980,141654,19.7%
2667,Savannah,1990,137560,−2.9%
2668,Savannah,2000,131510,−4.4%
2669,Savannah,2010,136286,3.6%
2670,Paterson,1840,7596,—
2671,Paterson,1850,11334,49.2%
2672,Paterson,1860,19586,72.8%
2673,Paterson,1870,33579,71.4%
2674,Paterson,1880,51031,52.0%
2675,Paterson,1890,78347,53.5%
2676,Paterson,1900,105171,34.2%
2677,Paterson,1910,125600,19.4%
2678,Paterson,1920,135875,8.2%
2679,Paterson,1930,138513,1.9%
2680,Paterson,1940,139656,0.8%
2681,Paterson,1950,139336,−0.2%
2682,Paterson,1960,143663,3.1%
2683,Paterson,1970,144824,0.8%
2684,Paterson,1980,137970,−4.7%
2685,Paterson,1990,140891,2.1%
2686,Paterson,2000,149222,5.9%
2687,Paterson,2010,146199,−2.0%
2688,Torrance,1930,7271,—
2689,Torrance,1940,9950,36.8%
2690,Torrance,1950,22241,123.5%
2691,Torrance,1960,100991,354.1%
2692,Torrance,1970,134968,33.6%
2693,Torrance,1980,129881,−3.8%
2694,Torrance,1990,133107,2.5%
2695,Torrance,2000,137946,3.6%
2696,Torrance,2010,145438,5.4%
2697,Bridgeport,1810,1089,—
2698,Bridgeport,1820,1500,37.7%
2699,Bridgeport,1830,2800,86.7%
2700,Bridgeport,1840,3294,17.6%
2701,Bridgeport,1850,7560,129.5%
2702,Bridgeport,1860,13299,75.9%
2703,Bridgeport,1870,18969,42.6%
2704,Bridgeport,1880,27643,45.7%
2705,Bridgeport,1890,48866,76.8%
2706,Bridgeport,1900,70996,45.3%
2707,Bridgeport,1910,102054,43.7%
2708,Bridgeport,1920,143555,40.7%
2709,Bridgeport,1930,146716,2.2%
2710,Bridgeport,1940,147121,0.3%
2711,Bridgeport,1950,158709,7.9%
2712,Bridgeport,1960,156748,−1.2%
2713,Bridgeport,1970,156542,−0.1%
2714,Bridgeport,1980,142546,−8.9%
2715,Bridgeport,1990,141686,−0.6%
2716,Bridgeport,2000,139529,−1.5%
2717,Bridgeport,2010,144229,3.4%
2718,McAllen,1910,150,—
2719,McAllen,1920,5331,"3,454.0%"
2720,McAllen,1930,9074,70.2%
2721,McAllen,1940,11877,30.9%
2722,McAllen,1950,20067,69.0%
2723,McAllen,1960,32728,63.1%
2724,McAllen,1970,37636,15.0%
2725,McAllen,1980,66281,76.1%
2726,McAllen,1990,89000,34.3%
2727,McAllen,2000,106414,19.6%
2728,McAllen,2010,129877,22.0%
2729,Mesquite,1890,135,—
2730,Mesquite,1900,406,200.7%
2731,Mesquite,1910,687,69.2%
2732,Mesquite,1920,674,−1.9%
2733,Mesquite,1930,729,8.2%
2734,Mesquite,1940,1045,43.3%
2735,Mesquite,1950,1696,62.3%
2736,Mesquite,1960,27526,"1,523.0%"
2737,Mesquite,1970,55131,100.3%
2738,Mesquite,1980,67053,21.6%
2739,Mesquite,1990,101484,51.3%
2740,Mesquite,2000,124523,22.7%
2741,Mesquite,2010,139824,12.3%
2742,Syracuse,1850,22271,—
2743,Syracuse,1860,28119,26.3%
2744,Syracuse,1870,43051,53.1%
2745,Syracuse,1880,51792,20.3%
2746,Syracuse,1890,88143,70.2%
2747,Syracuse,1900,108374,23.0%
2748,Syracuse,1910,137249,26.6%
2749,Syracuse,1920,171717,25.1%
2750,Syracuse,1930,209326,21.9%
2751,Syracuse,1940,205967,−1.6%
2752,Syracuse,1950,220583,7.1%
2753,Syracuse,1960,216038,−2.1%
2754,Syracuse,1970,197208,−8.7%
2755,Syracuse,1980,170105,−13.7%
2756,Syracuse,1990,163855,−3.7%
2757,Syracuse,2000,146070,−10.9%
2758,Syracuse,2010,145170,−0.6%
2759,Midland,1910,2192,—
2760,Midland,1920,1795,−18.1%
2761,Midland,1930,5484,205.5%
2762,Midland,1940,9352,70.5%
2763,Midland,1950,21713,132.2%
2764,Midland,1960,62625,188.4%
2765,Midland,1970,59463,−5.0%
2766,Midland,1980,70525,18.6%
2767,Midland,1990,89443,26.8%
2768,Midland,2000,94996,6.2%
2769,Midland,2010,111147,17.0%
2770,Pasadena,1880,391,—
2771,Pasadena,1890,4882,"1,148.6%"
2772,Pasadena,1900,9117,86.7%
2773,Pasadena,1910,30291,232.2%
2774,Pasadena,1920,45354,49.7%
2775,Pasadena,1930,76086,67.8%
2776,Pasadena,1940,81864,7.6%
2777,Pasadena,1950,104577,27.7%
2778,Pasadena,1960,116407,11.3%
2779,Pasadena,1970,112951,−3.0%
2780,Pasadena,1980,118072,4.5%
2781,Pasadena,1990,131591,11.4%
2782,Pasadena,2000,133936,1.8%
2783,Pasadena,2010,137122,2.4%
2784,Murfreesboro,1850,1917,—
2785,Murfreesboro,1860,2861,49.2%
2786,Murfreesboro,1870,3502,22.4%
2787,Murfreesboro,1880,3800,8.5%
2788,Murfreesboro,1890,3739,−1.6%
2789,Murfreesboro,1900,3999,7.0%
2790,Murfreesboro,1910,4679,17.0%
2791,Murfreesboro,1920,5367,14.7%
2792,Murfreesboro,1930,7993,48.9%
2793,Murfreesboro,1940,9495,18.8%
2794,Murfreesboro,1950,13052,37.5%
2795,Murfreesboro,1960,18991,45.5%
2796,Murfreesboro,1970,26360,38.8%
2797,Murfreesboro,1980,32845,24.6%
2798,Murfreesboro,1990,44922,36.8%
2799,Murfreesboro,2000,68816,53.2%
2800,Murfreesboro,2010,108755,58.0%
2801,Miramar,1960,5485,—
2802,Miramar,1970,23997,337.5%
2803,Miramar,1980,32813,36.7%
2804,Miramar,1990,40663,23.9%
2805,Miramar,2000,72739,78.9%
2806,Miramar,2010,122041,67.8%
2807,Dayton,1810,383,—
2808,Dayton,1820,1000,161.1%
2809,Dayton,1830,2950,195.0%
2810,Dayton,1840,6067,105.7%
2811,Dayton,1850,10977,80.9%
2812,Dayton,1860,20081,82.9%
2813,Dayton,1870,30473,51.8%
2814,Dayton,1880,38678,26.9%
2815,Dayton,1890,61220,58.3%
2816,Dayton,1900,85333,39.4%
2817,Dayton,1910,116577,36.6%
2818,Dayton,1920,152559,30.9%
2819,Dayton,1930,200982,31.7%
2820,Dayton,1940,210718,4.8%
2821,Dayton,1950,243872,15.7%
2822,Dayton,1960,262332,7.6%
2823,Dayton,1970,243601,−7.1%
2824,Dayton,1980,193536,−20.6%
2825,Dayton,1990,182044,−5.9%
2826,Dayton,2000,166179,−8.7%
2827,Dayton,2010,141759,−14.7%
2828,Fullerton,1910,1725,—
2829,Fullerton,1920,4415,155.9%
2830,Fullerton,1930,10860,146.0%
2831,Fullerton,1940,10442,−3.8%
2832,Fullerton,1950,13958,33.7%
2833,Fullerton,1960,56180,302.5%
2834,Fullerton,1970,85987,53.1%
2835,Fullerton,1980,102246,18.9%
2836,Fullerton,1990,114144,11.6%
2837,Fullerton,2000,126003,10.4%
2838,Fullerton,2010,135161,7.3%
2839,Olathe,1870,1817,—
2840,Olathe,1880,2285,25.8%
2841,Olathe,1890,3294,44.2%
2842,Olathe,1900,3451,4.8%
2843,Olathe,1910,3272,−5.2%
2844,Olathe,1920,3268,−0.1%
2845,Olathe,1930,3656,11.9%
2846,Olathe,1940,3979,8.8%
2847,Olathe,1950,5593,40.6%
2848,Olathe,1960,10987,96.4%
2849,Olathe,1970,17921,63.1%
2850,Olathe,1980,37258,107.9%
2851,Olathe,1990,63440,70.3%
2852,Olathe,2000,92962,46.5%
2853,Olathe,2010,125872,35.4%
2854,Orange,1880,679,—
2855,Orange,1890,866,27.5%
2856,Orange,1900,1216,40.4%
2857,Orange,1910,2920,140.1%
2858,Orange,1920,4884,67.3%
2859,Orange,1930,8066,65.2%
2860,Orange,1940,7901,−2.0%
2861,Orange,1950,10027,26.9%
2862,Orange,1960,26444,163.7%
2863,Orange,1970,77365,192.6%
2864,Orange,1980,91450,18.2%
2865,Orange,1990,110658,21.0%
2866,Orange,2000,128821,16.4%
2867,Orange,2010,136416,5.9%
2868,Thornton,1960,11353,—
2869,Thornton,1970,13326,17.4%
2870,Thornton,1980,42054,215.6%
2871,Thornton,1990,55031,30.9%
2872,Thornton,2000,82384,49.7%
2873,Thornton,2010,118772,44.2%
2874,Roseville,1870,115,—
2875,Roseville,1880,258,124.3%
2876,Roseville,1890,345,33.7%
2877,Roseville,1910,2608,—
2878,Roseville,1920,4477,71.7%
2879,Roseville,1930,6425,43.5%
2880,Roseville,1940,6653,3.5%
2881,Roseville,1950,8723,31.1%
